,epsilon,min_samples,sc,db,ch
153,0.014000000000000002,7,-0.21138827956402123,1.0860071443568402,109.5614780055974
154,0.015,7,-0.16780910639065336,1.1643811289430666,142.09774923438266
155,0.016,7,-0.12670568888796085,1.1822077870272738,200.28432280588038
156,0.017,7,-0.07320002968676778,1.1669431879639285,258.3333948350813
157,0.018000000000000002,7,-0.11275333318449939,1.1429782263433361,334.66999991684975
158,0.019000000000000003,7,-0.058999425717638145,1.1602352178693542,495.97336889912094
159,0.02,7,-0.11495394167680822,1.5864311351461438,579.4042332991321
160,0.001,8,,,
161,0.002,8,,,
162,0.003,8,-0.2827301591422698,1.7046635855523717,4.481021928629619
163,0.004,8,-0.2804434520779596,1.7028521926561655,5.599462685199294
164,0.005,8,-0.4839729799466951,1.3064212552048122,9.88448398549308
165,0.006,8,-0.4763519949719021,1.3419028385542802,14.752912474949415
166,0.007,8,-0.5895102741338956,1.1209368026442874,16.39727588146217
167,0.008,8,-0.630141460646841,0.9776785888748423,19.816680636789158
168,0.009000000000000001,8,-0.6040843936608982,0.8812216234454731,24.314055277506707
169,0.010000000000000002,8,-0.5452668089918268,0.9225629279800678,31.558659078504988
170,0.011,8,-0.4698967690134773,0.9497228128628068,38.10493876663402
171,0.012,8,-0.40348970498869935,0.9690568278908452,50.041625782481184
172,0.013000000000000001,8,-0.343092237374016,0.9776462759773482,65.22010663943908
173,0.014000000000000002,8,-0.25926495387164966,1.0611401506974347,102.32836398766993
174,0.015,8,-0.21469629206294774,1.1427074975706413,124.36658419647733
175,0.016,8,-0.1969771899676841,1.1317516395770377,159.36378120530446
176,0.017,8,-0.12092521874346696,1.1993919886834885,216.7190078311725
177,0.018000000000000002,8,-0.05423041039515992,1.1863335255015435,288.69138883810524
178,0.019000000000000003,8,-0.03946518825489099,1.148190042827887,418.00424482114215
179,0.02,8,-0.066619416970241,1.1829979963240844,494.030067211246
180,0.001,9,,,
181,0.002,9,,,
182,0.003,9,-0.21436522750393303,2.0244471469274066,2.1781254476206584
183,0.004,9,-0.28094592926616807,1.703450702499077,5.204997760011604
184,0.005,9,-0.2731629809958864,1.6937417844041363,12.488737169558767
185,0.006,9,-0.4751660884002671,1.4116154366782834,15.876624194670004
186,0.007,9,-0.5315640684918952,1.1302138436530118,18.559079906496354
187,0.008,9,-0.6419833276651293,1.0896328377474884,17.12571373363135
188,0.009000000000000001,9,-0.6457249625619611,0.9861251580590088,23.961571245411896
189,0.010000000000000002,9,-0.5834414090123984,0.9010441058413843,27.957732995700734
190,0.011,9,-0.5226357020492676,0.9024043603039122,36.2284640517837
191,0.012,9,-0.4681345170574306,0.984283421531984,46.58592756658293
192,0.013000000000000001,9,-0.40700671817103784,0.9781408625799622,59.59660799169806
193,0.014000000000000002,9,-0.31852547212554655,0.9893897015029787,76.26131578553662
194,0.015,9,-0.2949940645494064,1.071158364439964,116.55246964387912
195,0.016,9,-0.23708208102633235,1.1172954037266498,145.2931518032356
196,0.017,9,-0.17153635801398995,1.1386684131853044,159.78438218170413
197,0.018000000000000002,9,-0.12429517646257804,1.132140149538015,228.17812424177518
198,0.019000000000000003,9,-0.052129937775573065,1.1071900080412551,322.10343070004103
199,0.02,9,-0.04311060107283327,1.1688414952181956,423.05298025817234
200,0.001,10,,,
201,0.002,10,,,
202,0.003,10,-0.21436522750393303,2.0244471469274066,2.1781254476206584
203,0.004,10,-0.21258436100379136,2.022617285831953,3.0619045481315963
204,0.005,10,-0.2752106085258628,1.695388282781057,10.120120596235523
205,0.006,10,-0.2665574497233809,1.5585975908830514,15.469010377218117
206,0.007,10,-0.5174634524233854,1.2810171387588223,18.06200845551859
207,0.008,10,-0.5276112761042424,1.0787120214232326,19.140066656862555
208,0.009000000000000001,10,-0.508900841940073,1.048082917289431,25.272233579707258
209,0.010000000000000002,10,-0.5945706832837843,1.0163401125757519,32.90682161087331
210,0.011,10,-0.5593254018664067,0.9086693004912628,33.42103899219144
211,0.012,10,-0.5017899199642518,0.9593571263117564,49.297265969525405
212,0.013000000000000001,10,-0.42708541143110124,0.9673693965692833,57.4761025757918
213,0.014000000000000002,10,-0.3871117206837507,1.0445937217850398,70.75906313259128
214,0.015,10,-0.31371903769296594,1.0452072300941022,100.82084561234392
215,0.016,10,-0.2684875098663346,1.125039194804493,143.52719230612283
216,0.017,10,-0.21714748254788574,1.1243771989818934,157.66234035244318
217,0.018000000000000002,10,-0.15019818816537403,1.1049085036247002,202.04682322683345
218,0.019000000000000003,10,-0.08997063562661596,1.1819637013736832,263.61185737471305
219,0.02,10,-0.05536592058645176,1.17227718107904,357.82861450736954
220,0.001,11,,,
221,0.002,11,,,
222,0.003,11,,,
223,0.004,11,-0.21258436100379136,2.022617285831953,3.0619045481315963
224,0.005,11,-0.2793966163499881,1.7005688982054779,6.111901467506847
225,0.006,11,-0.265822037008928,1.6957408621626702,18.659105133964
226,0.007,11,-0.2642286244554032,1.5556279115729834,17.27989837621444
227,0.008,11,-0.5150857808298697,1.27898670054586,19.377513272544636
228,0.009000000000000001,11,-0.5181844697437433,1.0527509922039662,21.376974914852585
229,0.010000000000000002,11,-0.5412729607041732,0.9953095749791312,30.770859148107476
230,0.011,11,-0.5980610571521114,0.983951661247204,36.45774948089982
231,0.012,11,-0.5409267126234508,0.888236238726195,41.99498110112454
232,0.013000000000000001,11,-0.48809599756627214,0.9447618426933577,52.45802475475962
233,0.014000000000000002,11,-0.38336352249089733,1.008762608709746,77.34122751017131
234,0.015,11,-0.3351343713361164,0.9906102883635476,88.65493612821857
235,0.016,11,-0.2904178132066023,1.0167948533029054,113.63102561717065
236,0.017,11,-0.2559982363783431,1.0809255724596363,146.89868498135618
237,0.018000000000000002,11,-0.19648973110738008,1.139866931398496,195.11260784564504
238,0.019000000000000003,11,-0.12781735265609628,1.1315431171700403,242.03233920051517
239,0.02,11,-0.08032097403827859,1.1818229122103117,289.83115387228514
240,0.001,12,,,
241,0.002,12,,,
242,0.003,12,,,
243,0.004,12,-0.21258436100379136,2.022617285831953,3.0619045481315963
244,0.005,12,-0.2108360703612642,2.015447458315183,3.758968265575142
245,0.006,12,-0.26668364234152214,1.696903677244321,17.811413179593607
246,0.007,12,-0.2629059342659184,1.692608857660978,20.921278992227453
247,0.008,12,-0.2593239892348486,1.6897265840577955,24.145911215907773
248,0.009000000000000001,12,-0.5108473729872638,1.2768323528992622,21.817859900446603
249,0.010000000000000002,12,-0.5026868776327886,1.0506504678117021,28.33283703505309
250,0.011,12,-0.5865519161221269,1.050557486489394,37.92541876604289
251,0.012,12,-0.5777261742843661,0.9816410831094283,43.59769205398397
252,0.013000000000000001,12,-0.5231500722881249,0.8974179463392882,48.85007666085875
253,0.014000000000000002,12,-0.43856869055803027,0.9868470208560155,67.4002264620088
254,0.015,12,-0.373180508128997,1.0247148656837717,87.85013489793627
255,0.016,12,-0.32007008631671047,0.9974880132750978,112.14549701718323
256,0.017,12,-0.2700426123551526,0.9620219479624731,147.69761295948453
257,0.018000000000000002,12,-0.2422480802676083,1.0020910081186412,181.3221792188547
258,0.019000000000000003,12,-0.1900297843599799,0.9902765664258777,209.42714326648513
259,0.02,12,-0.1395275446305066,1.0682479177537407,272.00207666136663
260,0.001,13,,,
261,0.002,13,,,
262,0.003,13,,,
263,0.004,13,-0.21309171133661392,2.0241845382850383,2.8375500280366897
264,0.005,13,-0.21137237044542803,2.0170037260770894,3.52776208709966
265,0.006,13,-0.2712837190384269,1.6978195372993383,13.931106925113884
266,0.007,13,-0.26449401054842053,1.6940348530953357,19.29620475617301
267,0.008,13,-0.2593239892348486,1.6897265840577955,24.145911215907773
268,0.009000000000000001,13,-0.2597974392225274,1.5503059353772153,20.9524424634276
269,0.010000000000000002,13,-0.5188687114967904,1.1549105467385044,25.79426697231567
270,0.011,13,-0.4845558203842659,1.0126329862102645,35.02448736926584
271,0.012,13,-0.5665306011092391,1.0216139937592954,45.542184176667476
272,0.013000000000000001,13,-0.5618159685804021,0.9875087169667929,48.56024018032533
273,0.014000000000000002,13,-0.4969957253031279,0.9627549040091765,58.42599579804157
274,0.015,13,-0.41536823604472967,1.0127274426744641,81.1295750256995
275,0.016,13,-0.35619920428975366,1.0409072931246843,106.45460691712451
276,0.017,13,-0.28560590096393107,0.9767053312279309,123.97095666888953
277,0.018000000000000002,13,-0.2595499887250942,0.9843259260655198,160.38300130294152
278,0.019000000000000003,13,-0.2097393502202251,1.0041295513293407,214.06096822918278
279,0.02,13,-0.14897690933651112,1.0944533819351017,256.2265930699624
280,0.001,14,,,
281,0.002,14,,,
282,0.003,14,,,
283,0.004,14,,,
284,0.005,14,-0.21258436100379136,2.022617285831953,3.0619045481315963
285,0.006,14,-0.27209650057524404,1.6924974828749075,13.71604655615243
286,0.007,14,-0.26801531356869523,1.6953790454550834,16.1830668367144
287,0.008,14,-0.26008691462906847,1.6893939520232877,23.42871199236937
288,0.009000000000000001,14,-0.2568688006566708,1.6871085838135293,26.194923767336338
289,0.010000000000000002,14,-0.5206599501130676,1.2047483919861885,23.899933053948942
290,0.011,14,-0.4934626970214737,1.0074853291364378,34.090742743125176
291,0.012,14,-0.5306297513249351,1.037923372564655,46.406430967385226
292,0.013000000000000001,14,-0.5467379496173294,1.0436327798087408,50.72087235465722
293,0.014000000000000002,14,-0.5510087961164766,0.9777951259192658,54.50801717277609
294,0.015,14,-0.4594146457238874,1.025628963138366,65.92115282336917
295,0.016,14,-0.37796250661086894,1.032752350518232,100.88830521704075
296,0.017,14,-0.33199409314028794,1.0437562449796765,111.29745703471872
297,0.018000000000000002,14,-0.2955161495143663,1.0059970080004845,139.8290738150101
298,0.019000000000000003,14,-0.230583586610378,0.9755573511628486,187.77715258083623
299,0.02,14,-0.16851287105991128,1.0026661280803595,261.1235412080598
300,0.001,15,,,
301,0.002,15,,,
302,0.003,15,,,
303,0.004,15,,,
304,0.005,15,,,
305,0.006,15,-0.2735052491280126,1.6939380322206326,12.098725730008354
306,0.007,15,-0.26801531356869523,1.6953790454550834,16.1830668367144
307,0.008,15,-0.26078651293915495,1.6892761544337045,22.693322321875577
308,0.009000000000000001,15,-0.2568688006566708,1.6871085838135293,26.194923767336338
309,0.010000000000000002,15,-0.2594690561721731,1.5534486602091802,21.34924850625533
310,0.011,15,-0.4866966498148593,1.196230838850027,28.969696465461958
311,0.012,15,-0.4893235953152279,0.9885052095740615,41.52303121425529
312,0.013000000000000001,15,-0.5280579775946067,1.0132733850217504,51.27008020610213
313,0.014000000000000002,15,-0.5503583694325042,1.0178430401207248,64.0963144166689
314,0.015,15,-0.4923994487609511,0.9920157392642208,60.489751118677674
315,0.016,15,-0.4343666667711081,1.0543621336980205,86.2696216096584
316,0.017,15,-0.3671223990444945,1.047020047030318,105.81260646675209
317,0.018000000000000002,15,-0.31256608076966647,1.014280681716095,133.9692467251208
318,0.019000000000000003,15,-0.22702599767309142,1.0242500486184907,203.90453792455455
319,0.02,15,-0.22564026699872256,0.9928466351970683,234.64729870075791
320,0.001,16,,,
321,0.002,16,,,
322,0.003,16,,,
323,0.004,16,,,
324,0.005,16,,,
325,0.006,16,-0.2735052491280126,1.6939380322206326,12.098725730008354
326,0.007,16,-0.2706767577021182,1.6961475395233017,13.46916044322834
327,0.008,16,-0.2618646709523382,1.6904133522374518,21.45951924107314
328,0.009000000000000001,16,-0.2568688006566708,1.6871085838135293,26.194923767336338
329,0.010000000000000002,16,-0.2554533293054158,1.690819648970759,27.49309133259528
330,0.011,16,-0.4500522724871634,1.2914683816147676,24.98072277300334
331,0.012,16,-0.4652479917401176,1.100637256734965,38.94849671296271
332,0.013000000000000001,16,-0.5308996795341667,1.0515450721967428,49.62659813361686
333,0.014000000000000002,16,-0.501188432823184,1.0212160505127585,68.72239391788494
334,0.015,16,-0.5284914158471222,0.9806970065834998,64.98539635130189
335,0.016,16,-0.4729446686562078,1.0085599640777665,71.23071364606609
336,0.017,16,-0.3920137948219478,1.0429914569083478,92.22459444813956
337,0.018000000000000002,16,-0.33801637903858994,1.0158012035133233,110.1705252999405
338,0.019000000000000003,16,-0.27019683702793607,0.9924513440825627,171.31928710641316
339,0.02,16,-0.22507793168531476,0.9979257261893295,214.25816146593266
340,0.001,17,,,
341,0.002,17,,,
342,0.003,17,,,
343,0.004,17,,,
344,0.005,17,,,
345,0.006,17,-0.05504275066603346,1.0752353621797779,19.569904974535945
346,0.007,17,-0.27096977000258327,1.6928119713652228,13.365214118810602
347,0.008,17,-0.2626762651692286,1.687483211665831,20.959735738599484
348,0.009000000000000001,17,-0.257218120757815,1.687508357383915,25.77881213515296
349,0.010000000000000002,17,-0.2562774896885656,1.6912975035646076,26.689648241958526
350,0.011,17,-0.44809473974659564,1.396080521361488,23.95092682370439
351,0.012,17,-0.4448361956023197,1.294435554247497,29.678247299825042
352,0.013000000000000001,17,-0.48586504756033794,1.077839802322991,42.02595023236708
353,0.014000000000000002,17,-0.5122126680593933,1.0805863323442046,68.26617712855321
354,0.015,17,-0.5167178220425124,1.053442166021099,64.5631284628606
355,0.016,17,-0.4833086513712047,0.9547859562709803,70.84381172504487
356,0.017,17,-0.438163430365735,0.9436566606173945,89.81457191194077
357,0.018000000000000002,17,-0.3494735235660872,0.9742396164035475,116.34917506591593
358,0.019000000000000003,17,-0.3077392800291131,1.0075672687542105,140.62205964346708
359,0.02,17,-0.23405863775647465,1.0767559083258622,203.17566589662843
360,0.001,18,,,
361,0.002,18,,,
362,0.003,18,,,
363,0.004,18,,,
364,0.005,18,,,
365,0.006,18,,,
366,0.007,18,-0.2729235820974115,1.6942999576683728,12.603672524054561
367,0.008,18,-0.2655434756695541,1.6926431294018813,18.660891799574195
368,0.009000000000000001,18,-0.2597502581317425,1.6873243523618695,23.568750584702084
369,0.010000000000000002,18,-0.25652306853616014,1.6868403140199923,26.587656479683336
370,0.011,18,-0.2544654582427549,1.6878822943127656,28.072358000846947
371,0.012,18,-0.4426902370636939,1.3951938784334903,28.4144052912188
372,0.013000000000000001,18,-0.48863886845918686,1.032222887059058,42.60285809539344
373,0.014000000000000002,18,-0.5231269408265952,1.0109338293676164,60.52206303476489
374,0.015,18,-0.48835185159469696,1.0521025845849332,79.17759065143441
375,0.016,18,-0.5063945041817259,0.9816295566198776,71.60833272579768
376,0.017,18,-0.47073013462406676,0.9598858802335516,84.90106095307517
377,0.018000000000000002,18,-0.39373268179915183,0.9923890576586369,114.7167760886255
378,0.019000000000000003,18,-0.3465380300783325,0.980513008818754,123.80997637246251
379,0.02,18,-0.2697299782321864,0.992008418425794,172.93648830529054
380,0.001,19,,,
381,0.002,19,,,
382,0.003,19,,,
383,0.004,19,,,
384,0.005,19,,,
385,0.006,19,,,
386,0.007,19,-0.05795016535005,1.0768216326881386,15.56005597256675
387,0.008,19,-0.26863145870557237,1.6923865440863446,15.676348281539825
388,0.009000000000000001,19,-0.26153886930511827,1.6884229839977243,21.587491412338924
389,0.010000000000000002,19,-0.25652306853616014,1.6868403140199923,26.587656479683336
390,0.011,19,-0.2552218393886366,1.6889290655214169,27.190712109812974
391,0.012,19,-0.25752503601675814,1.5543217286844988,23.07468320500679
392,0.013000000000000001,19,-0.47546505597059396,1.1944395664087457,41.225996182704556
393,0.014000000000000002,19,-0.4582159745284929,1.0876896067467205,56.00702407752214
394,0.015,19,-0.5039277501488028,1.0519584575141487,67.67845455108301
395,0.016,19,-0.5098660635366339,1.0235192220441154,79.36610230392334
396,0.017,19,-0.4758977943542865,1.0175208993628142,79.4147425821316
397,0.018000000000000002,19,-0.44293763520413254,1.0267313363852102,100.06065742261443
398,0.019000000000000003,19,-0.37188365172725435,0.9679104949352949,122.52507574028584
399,0.02,19,-0.3096143629408977,1.0296444125557889,146.96187397168512
400,0.001,20,,,
401,0.002,20,,,
402,0.003,20,,,
403,0.004,20,,,
404,0.005,20,,,
405,0.006,20,,,
406,0.007,20,-0.05795016535005,1.0768216326881386,15.56005597256675
407,0.008,20,-0.05222756449432875,1.079679847563326,26.553842411847175
408,0.009000000000000001,20,-0.2631311605289974,1.693399401963766,21.086201710484175
409,0.010000000000000002,20,-0.2577101003345585,1.686429134227646,25.5144173704709
410,0.011,20,-0.2552218393886366,1.6889290655214169,27.190712109812974
411,0.012,20,-0.25790602894672354,1.5550802968503383,22.498943258944287
412,0.013000000000000001,20,-0.4429104335695801,1.3957953407447292,28.145965333120202
413,0.014000000000000002,20,-0.45064930507911144,1.1408016683507438,55.54082283769389
414,0.015,20,-0.44714419055824023,1.1054822207365125,66.85221205728209
415,0.016,20,-0.4906061014678694,1.0507468436143157,75.43191591346012
416,0.017,20,-0.5144910922500207,0.9958018337616712,77.43860589189248
417,0.018000000000000002,20,-0.45702808864460026,0.9326491815330485,87.51913029149647
418,0.019000000000000003,20,-0.4000011481755088,1.0060813176506336,128.84346442457067
419,0.02,20,-0.34147038713774686,1.0415279516985894,150.10477215986495
420,0.001,21,,,
421,0.002,21,,,
422,0.003,21,,,
