,epsilon,min_samples,sc,db,ch
423,0.004,21,,,
424,0.005,21,,,
425,0.006,21,,,
426,0.007,21,,,
427,0.008,21,-0.05222756449432875,1.079679847563326,26.553842411847175
428,0.009000000000000001,21,-0.04793503897544457,1.0867303212535084,37.34303618668494
429,0.010000000000000002,21,-0.25951578905375766,1.6903228548187432,24.496503383110245
430,0.011,21,-0.25665105140973987,1.684280736135589,26.01414211549495
431,0.012,21,-0.253880832953072,1.6927540580201228,28.523350495002298
432,0.013000000000000001,21,-0.43832301631550796,1.4599159802362558,33.782165988309536
433,0.014000000000000002,21,-0.4556235205079485,1.200687830021149,53.401259961554814
434,0.015,21,-0.45643368874451257,1.0940506438418223,58.561234709311485
435,0.016,21,-0.43540672668140085,1.0680025873301102,87.00959153062121
436,0.017,21,-0.48540015929917185,0.981589158411539,87.31324985044267
437,0.018000000000000002,21,-0.48574266556559687,1.03520503814315,89.76559478775783
438,0.019000000000000003,21,-0.4327749091824413,1.0122966670106663,110.50122139789325
439,0.02,21,-0.36428901438224276,1.0194772619682244,153.89557267781146
440,0.001,22,,,
441,0.002,22,,,
442,0.003,22,,,
443,0.004,22,,,
444,0.005,22,,,
445,0.006,22,,,
446,0.007,22,,,
447,0.008,22,-0.05382786380770017,1.0800716872515226,24.139887105883016
448,0.009000000000000001,22,-0.04829985625115484,1.0865276359510656,36.56368999054838
449,0.010000000000000002,22,-0.26066672614588077,1.6927435964758084,23.52503379365412
450,0.011,22,-0.2571016572086036,1.6841854844715225,25.649081856978874
451,0.012,22,-0.2546334297446298,1.6924368379609074,27.815957679296176
452,0.013000000000000001,22,-0.2502445008628508,1.687432666899247,32.21291239274641
453,0.014000000000000002,22,-0.4603912600562938,1.2840203961768624,48.67423038245392
454,0.015,22,-0.44939181370255565,1.1429694342757728,57.8778465164518
455,0.016,22,-0.4504989900248301,1.0699412191292736,68.52397334144443
456,0.017,22,-0.4855010489737764,0.9891096712053978,87.16150972767244
457,0.018000000000000002,22,-0.4808374767756497,0.9709510993837885,84.68178436798571
458,0.019000000000000003,22,-0.47954491943621635,1.023955521882612,97.33295866897008
459,0.02,22,-0.39544633588888917,1.0186081855433056,135.69531241330148
460,0.001,23,,,
461,0.002,23,,,
462,0.003,23,,,
463,0.004,23,,,
464,0.005,23,,,
465,0.006,23,,,
466,0.007,23,,,
467,0.008,23,-0.05429547234028952,1.0756686684981258,21.13824670151416
468,0.009000000000000001,23,-0.050577844119765375,1.0818316258425444,30.435598518129453
469,0.010000000000000002,23,-0.046365061901097716,1.0892269449824605,41.18588735208944
470,0.011,23,-0.2589847693486549,1.6803542718310986,24.221237325140713
471,0.012,23,-0.2558744549919481,1.6928144754195689,26.64598884931964
472,0.013000000000000001,23,-0.25259195119610695,1.6901112098474798,29.573916557640217
473,0.014000000000000002,23,-0.24507589683368114,1.6865659976256933,36.4755963672041
474,0.015,23,-0.45604840462154855,1.2012664302505685,56.14833896387251
475,0.016,23,-0.4632714521120713,1.0662902767756623,63.155355554201364
476,0.017,23,-0.4323720157142496,1.0301107749939469,88.13142882446508
477,0.018000000000000002,23,-0.44205763521997143,1.0374382241034321,86.07239643311624
478,0.019000000000000003,23,-0.47774286632427937,0.9927457144552359,97.49206813589763
479,0.02,23,-0.4088802138130709,1.0002535838149704,129.34023836780003
480,0.001,24,,,
481,0.002,24,,,
482,0.003,24,,,
483,0.004,24,,,
484,0.005,24,,,
485,0.006,24,,,
486,0.007,24,,,
487,0.008,24,-0.05502744011543667,1.0738974981869818,18.824579461051606
488,0.009000000000000001,24,-0.050577844119765375,1.0818316258425444,30.435598518129453
489,0.010000000000000002,24,-0.046627418010259686,1.0886150793879255,40.42825704196184
490,0.011,24,-0.2589847693486549,1.6803542718310986,24.221237325140713
491,0.012,24,-0.25633191269554656,1.6838307675298123,26.44420182305928
492,0.013000000000000001,24,-0.2542500478913471,1.6925599742429285,28.172559921934777
493,0.014000000000000002,24,-0.24525181685769323,1.6860279845596537,36.34916838089609
494,0.015,24,-0.27348818042971057,1.3121638598115934,46.899372458143326
495,0.016,24,-0.45080130493384485,1.2197658699223763,63.06069687929714
496,0.017,24,-0.44037741794588225,1.1015085205231676,93.25409250995428
497,0.018000000000000002,24,-0.4231816412485105,1.0598730324419166,87.09887368536896
498,0.019000000000000003,24,-0.4819612382923284,1.0278456213083285,101.74412588315339
499,0.02,24,-0.4538843890150753,0.9878681805890899,109.18633405809416
500,0.001,25,,,
501,0.002,25,,,
502,0.003,25,,,
503,0.004,25,,,
504,0.005,25,,,
505,0.006,25,,,
506,0.007,25,,,
507,0.008,25,,,
508,0.009000000000000001,25,-0.052510660010452556,1.083297391773906,27.958956388197326
509,0.010000000000000002,25,-0.04710520093036911,1.0886972839561375,39.62369384764143
510,0.011,25,-0.045618045964977746,1.0896120864520258,42.750185113763
511,0.012,25,-0.044198366285107704,1.0913298960722617,45.86262156335778
512,0.013000000000000001,25,-0.25509108162096406,1.6841290720457096,27.526109889528218
513,0.014000000000000002,25,-0.2489947437865605,1.6764567661080907,33.34176964655623
514,0.015,25,-0.24334307811892747,1.6868330927891921,38.055521047519925
515,0.016,25,-0.45348146919604343,1.2082382560879612,59.085812871729296
516,0.017,25,-0.4557326833980423,1.1466396308962694,83.28061275690563
517,0.018000000000000002,25,-0.4300849303497445,1.0699835366944335,91.50329953202218
518,0.019000000000000003,25,-0.4093557738658826,1.057781173357081,97.63238348183026
519,0.02,25,-0.4643528826394606,1.0312160205619096,96.12006427772587
